FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
1097,Mobile,Alabama,US,23/03/2020 21:06,3.078.472.347,-8.820.842.409,2,0,0,0,"Mobile, Alabama, US"
1099,Monroe,Alabama,US,23/03/2020 21:06,3.156.729.412,-8.736.995.001,0,0,0,0,"Monroe, Alabama, US"
1101,Montgomery,Alabama,US,23/03/2020 21:06,322.206.831,-8.620.969.272,3,0,0,0,"Montgomery, Alabama, US"
1103,Morgan,Alabama,US,23/03/2020 21:06,3.445.500.589,-8.685.475.946,0,0,0,0,"Morgan, Alabama, US"
1105,Perry,Alabama,US,23/03/2020 21:06,3.264.048.341,-8.729.770.589,0,0,0,0,"Perry, Alabama, US"
1107,Pickens,Alabama,US,23/03/2020 21:06,3.328.094.866,-8.808.818.103,0,0,0,0,"Pickens, Alabama, US"
1109,Pike,Alabama,US,23/03/2020 21:06,3.180.396.383,-859.408.295,0,0,0,0,"Pike, Alabama, US"
1111,Randolph,Alabama,US,23/03/2020 21:06,3.329.526.734,-8.545.708.831,0,0,0,0,"Randolph, Alabama, US"
1113,Russell,Alabama,US,23/03/2020 21:06,3.228.725.256,-8.518.415.324,0,0,0,0,"Russell, Alabama, US"
1115,St. Clair,Alabama,US,23/03/2020 21:06,3.371.902.176,-8.631.029.372,3,0,0,0,"St. Clair, Alabama, US"
1117,Shelby,Alabama,US,23/03/2020 21:06,3.326.879.845,-8.666.232.561,17,0,0,0,"Shelby, Alabama, US"
1119,Sumter,Alabama,US,23/03/2020 21:06,3.259.117.397,-8.819.916.205,0,0,0,0,"Sumter, Alabama, US"
1121,Talladega,Alabama,US,23/03/2020 21:06,3.337.823.223,-8.616.886.178,1,0,0,0,"Talladega, Alabama, US"
1123,Tallapoosa,Alabama,US,23/03/2020 21:06,3.286.698.258,-8.579.833.053,0,0,0,0,"Tallapoosa, Alabama, US"
1125,Tuscaloosa,Alabama,US,23/03/2020 21:06,3.328.726.072,-8.752.556.818,7,0,0,0,"Tuscaloosa, Alabama, US"
1127,Walker,Alabama,US,23/03/2020 21:06,3.380.270.512,-8.730.027.177,1,0,0,0,"Walker, Alabama, US"
1129,Washington,Alabama,US,23/03/2020 21:06,314.092.794,-8.820.689.944,1,0,0,0,"Washington, Alabama, US"
1131,Wilcox,Alabama,US,23/03/2020 21:06,3.198.773.215,-8.730.891.118,0,0,0,0,"Wilcox, Alabama, US"
1133,Winston,Alabama,US,23/03/2020 21:06,3.415.030.532,-8.737.325.922,0,0,0,0,"Winston, Alabama, US"
2013,Aleutians East,Alaska,US,23/03/2020 21:06,5.532.222.414,-1.619.722.021,0,0,0,0,"Aleutians East, Alaska, US"
2016,Aleutians West,Alaska,US,23/03/2020 21:06,5.272.541.116,-1.104.086.433,0,0,0,0,"Aleutians West, Alaska, US"
2020,Anchorage,Alaska,US,23/03/2020 21:06,6.114.998.174,-14.914.269.860.000.000,13,0,0,0,"Anchorage, Alaska, US"
2050,Bethel,Alaska,US,23/03/2020 21:06,6.090.980.451,-1.598.561.831,0,0,0,0,"Bethel, Alaska, US"
2060,Bristol Bay,Alaska,US,23/03/2020 21:06,5.874.513.976,-156.701.064,0,0,0,0,"Bristol Bay, Alaska, US"
2068,Denali,Alaska,US,23/03/2020 21:06,6.367.264.044,-1.500.076.108,0,0,0,0,"Denali, Alaska, US"
2070,Dillingham,Alaska,US,23/03/2020 21:06,5.979.603.738,-15.823.819.419.999.900,0,0,0,0,"Dillingham, Alaska, US"
2090,Fairbanks North Star,Alaska,US,23/03/2020 21:06,6.480.726.247,-1.465.692.662,7,0,0,0,"Fairbanks North Star, Alaska, US"
2100,Haines,Alaska,US,23/03/2020 21:06,5.909.893.571,-1.354.679.843,0,0,0,0,"Haines, Alaska, US"
2105,Hoonah-Angoon,Alaska,US,23/03/2020 21:06,5.829.307.365,-13.564.244.240.000.000,0,0,0,0,"Hoonah-Angoon, Alaska, US"
2110,Juneau,Alaska,US,23/03/2020 21:06,5.845.031.811,-134.200.436,1,0,0,0,"Juneau, Alaska, US"
2122,Kenai Peninsula,Alaska,US,23/03/2020 21:06,6.024.429.722,-15.153.888.840.000.000,3,0,0,0,"Kenai Peninsula,Alaska,US"
2130,Ketchikan Gateway,Alaska,US,23/03/2020 21:06,5.557.445.008,-130.975.561,6,0,0,0,"Ketchikan Gateway, Alaska, US"
2150,Kodiak Island,Alaska,US,23/03/2020 21:06,5.765.529.415,-1.537.493.579,0,0,0,0,"Kodiak Island, Alaska, US"
2158,Kusilvak,Alaska,US,23/03/2020 21:06,6.215.429.159.999.990,-16.339.678.830.000.000,0,0,0,0,"Kusilvak, Alaska, US"
2164,Lake and Peninsula,Alaska,US,23/03/2020 21:06,5.862.403.337,-15.621.405.890.000.000,0,0,0,0,"Lake and Peninsula, Alaska, US"
2170,Matanuska-Susitna,Alaska,US,23/03/2020 21:06,6.231.305.045,-1.495.741.743,0,0,0,0,"Matanuska-Susitna, Alaska, US"
2180,Nome,Alaska,US,23/03/2020 21:06,6.490.320.724,-1.640.353.804,0,0,0,0,"Nome, Alaska, US"
2185,North Slope,Alaska,US,23/03/2020 21:06,6.931.479.216,-1.534.836.093,0,0,0,0,"North Slope, Alaska, US"
2188,Northwest Arctic,Alaska,US,23/03/2020 21:06,6.704.919.196,-1.597.503.946,0,0,0,0,"Northwest Arctic, Alaska, US"
2195,Petersburg,Alaska,US,23/03/2020 21:06,5.713.978.948,-1.329.540.995,0,0,0,0,"Petersburg, Alaska, US"
2198,Prince of Wales-Hyder,Alaska,US,23/03/2020 21:06,5.576.261.984,-1.330.511.621,0,0,0,0,"Prince of Wales-Hyder, Alaska, US"
2220,Sitka,Alaska,US,23/03/2020 21:06,5.724.124.555,-1.353.206.587,0,0,0,0,"Sitka, Alaska, US"
2230,Skagway,Alaska,US,23/03/2020 21:06,5.956.149.996,-13.533.377.480.000.000,0,0,0,0,"Skagway, Alaska, US"
2240,Southeast Fairbanks,Alaska,US,23/03/2020 21:06,6.387.692.095,-1.432.127.643,0,0,0,0,"Southeast Fairbanks, Alaska, US"
2261,Valdez-Cordova,Alaska,US,23/03/2020 21:06,6.147.502.768,-1.447.126.799,0,0,0,0,"Valdez-Cordova, Alaska, US"
2275,Wrangell,Alaska,US,23/03/2020 21:06,563.202.004,-13.205.837.309.999.900,0,0,0,0,"Wrangell, Alaska, US"
2282,Yakutat,Alaska,US,23/03/2020 21:06,59.890.980.799.999.900,-14.036.014.509.999.900,0,0,0,0,"Yakutat, Alaska, US"
2290,Yukon-Koyukuk,Alaska,US,23/03/2020 21:06,6.550.815.459,-15.139.073.869.999.900,0,0,0,0,"Yukon-Koyukuk, Alaska, US"
4001,Apache,Arizona,US,23/03/2020 21:06,3.539.465.006,-1.094.892.383,4,0,0,0,"Apache, Arizona, US"
4003,Cochise,Arizona,US,23/03/2020 21:06,3.187.934.684,-1.097.516.088,1,0,0,0,"Cochise, Arizona, US"
4005,Coconino,Arizona,US,23/03/2020 21:06,3.583.883.429,-11.177.071.780.000.000,17,0,0,0,"Coconino, Arizona, US"
4007,Gila,Arizona,US,23/03/2020 21:06,3.380.190.085,-1.108.132.779,0,0,0,0,"Gila, Arizona, US"
4009,Graham,Arizona,US,23/03/2020 21:06,3.293.166.885,-1.098.882.178,2,0,0,0,"Graham, Arizona, US"
4011,Greenlee,Arizona,US,23/03/2020 21:06,3.321.498.827,-1.092.405.279,0,0,0,0,"Greenlee, Arizona, US"
4012,La Paz,Arizona,US,23/03/2020 21:06,3.372.854.224,-11.398.100.290.000.000,0,0,0,0,"La Paz, Arizona, US"
4013,Maricopa,Arizona,US,23/03/2020 21:06,3.334.835.867,-11.249.181.540.000.000,139,2,0,0,"Maricopa, Arizona, US"
4015,Mohave,Arizona,US,23/03/2020 21:06,3.570.471.703,-1.137.577.902,0,0,0,0,"Mohave, Arizona, US"
4017,Navajo,Arizona,US,23/03/2020 21:06,353.997.715,-1.103.218.983,25,0,0,0,"Navajo, Arizona, US"
4019,Pima,Arizona,US,23/03/2020 21:06,320.971.334,-1.117.890.033,24,0,0,0,"Pima, Arizona, US"
4021,Pinal,Arizona,US,23/03/2020 21:06,3.290.525.627,-1.113.449.483,17,0,0,0,"Pinal, Arizona, US"
4023,Santa Cruz,Arizona,US,23/03/2020 21:06,3.152.508.998,-1.108.479.088,1,0,0,0,"Santa Cruz, Arizona, US"
4025,Yavapai,Arizona,US,23/03/2020 21:06,3.459.933.926,-1.125.538.588,3,0,0,0,"Yavapai, Arizona, US"
4027,Yuma,Arizona,US,23/03/2020 21:06,3.276.895.712,-11.390.666.740.000.000,1,0,0,0,"Yuma, Arizona, US"
5001,Arkansas,Arkansas,US,23/03/2020 21:06,3.429.145.151,-9.137.277.296,0,0,0,0,"Arkansas, Arkansas, US"
5003,Ashley,Arkansas,US,23/03/2020 21:06,3.319.153.461,-9.176.984.709.999.990,0,0,0,0,"Ashley, Arkansas, US"
5005,Baxter,Arkansas,US,23/03/2020 21:06,3.628.784.385,-9.233.782.872,0,0,0,0,"Baxter, Arkansas, US"
5007,Benton,Arkansas,US,23/03/2020 21:06,3.633.644.656,-9.425.680.817,1,0,0,0,"Benton, Arkansas, US"
5009,Boone,Arkansas,US,23/03/2020 21:06,363.084.504,-9.309.374.925,1,0,0,0,"Boone, Arkansas, US"
5011,Bradley,Arkansas,US,23/03/2020 21:06,3.346.755.808,-9.215.980.837,4,0,0,0,"Bradley, Arkansas, US"
5013,Calhoun,Arkansas,US,23/03/2020 21:06,3.355.598.792,-9.249.974.403,0,0,0,0,"Calhoun, Arkansas, US"
5015,Carroll,Arkansas,US,23/03/2020 21:06,3.634.038.560.000.000,-9.354.270.261,0,0,0,0,"Carroll, Arkansas, US"
5017,Chicot,Arkansas,US,23/03/2020 21:06,3.326.458.973,-9.129.539.209,0,0,0,0,"Chicot, Arkansas, US"
5019,Clark,Arkansas,US,23/03/2020 21:06,3.404.613.432,-9.317.484.713,2,0,0,0,"Clark, Arkansas, US"
5021,Clay,Arkansas,US,23/03/2020 21:06,3.636.826.212,-904.148.172,0,0,0,0,"Clay, Arkansas, US"
5023,Cleburne,Arkansas,US,23/03/2020 21:06,3.553.864.922,-9.202.640.019,25,0,0,0,"Cleburne, Arkansas, US"
5025,Cleveland,Arkansas,US,23/03/2020 21:06,3.389.723.187,-9.218.537.045,3,0,0,0,"Cleveland, Arkansas, US"
5027,Columbia,Arkansas,US,23/03/2020 21:06,3.321.230.701,-9.322.642.793,1,0,0,0,"Columbia, Arkansas, US"
5029,Conway,Arkansas,US,23/03/2020 21:06,3.526.205.537,-9.270.506.566,1,0,0,0,"Conway, Arkansas, US"
5031,Craighead,Arkansas,US,23/03/2020 21:06,3.583.018.283,-9.063.235.729,4,0,0,0,"Craighead, Arkansas, US"
5033,Crawford,Arkansas,US,23/03/2020 21:06,3.558.928.601,-942.446.814,0,0,0,0,"Crawford, Arkansas, US"
5035,Crittenden,Arkansas,US,23/03/2020 21:06,3.521.247.318,-9.030.839.406,1,0,0,0,"Crittenden, Arkansas, US"
5037,Cross,Arkansas,US,23/03/2020 21:06,3.529.631.396,-9.077.185.818,0,0,0,0,"Cross, Arkansas, US"
5039,Dallas,Arkansas,US,23/03/2020 21:06,3.397.042.763,-9.265.167.437,0,0,0,0,"Dallas, Arkansas, US"
5041,Desha,Arkansas,US,23/03/2020 21:06,3.383.011.025,-9.125.500.948,2,0,0,0,"Desha, Arkansas, US"
5043,Drew,Arkansas,US,23/03/2020 21:06,3.359.035.001,-9.171.777.921,0,0,0,0,"Drew, Arkansas, US"
5045,Faulkner,Arkansas,US,23/03/2020 21:06,3.514.719.007,-9.233.717.519,6,0,0,0,"Faulkner, Arkansas, US"
5047,Franklin,Arkansas,US,23/03/2020 21:06,3.551.202.821,-9.389.299.569,0,0,0,0,"Franklin, Arkansas, US"
5049,Fulton,Arkansas,US,23/03/2020 21:06,3.638.177.105,-9.181.729.127,0,0,0,0,"Fulton, Arkansas, US"
5051,Garland,Arkansas,US,23/03/2020 21:06,3.457.692.074,-9.314.921.604,9,0,0,0,"Garland, Arkansas, US"
5053,Grant,Arkansas,US,23/03/2020 21:06,3.429.017.991,-9.242.320.562,3,0,0,0,"Grant, Arkansas, US"
5055,Greene,Arkansas,US,23/03/2020 21:06,3.611.735.460.000.000,-9.055.832.668,1,0,0,0,"Greene, Arkansas, US"
5057,Hempstead,Arkansas,US,23/03/2020 21:06,3.373.325.583,-9.366.935.133,0,0,0,0,"Hempstead, Arkansas, US"
5059,Hot Spring,Arkansas,US,23/03/2020 21:06,3.431.709.259,-9.295.396.325,0,0,0,0,"Hot Spring, Arkansas, US"
5061,Howard,Arkansas,US,23/03/2020 21:06,3.409.007.427,-939.934.871,0,0,0,0,"Howard, Arkansas, US"
5063,Independence,Arkansas,US,23/03/2020 21:06,3.574.242.707,-9.157.001.641,3,0,0,0,"Independence, Arkansas, US"
5065,Izard,Arkansas,US,23/03/2020 21:06,3.609.604.046,-9.190.847.954,0,0,0,0,"Izard, Arkansas, US"
5067,Jackson,Arkansas,US,23/03/2020 21:06,3.559.802.983,-9.121.494.602,0,0,0,0,"Jackson, Arkansas, US"
5069,Jefferson,Arkansas,US,23/03/2020 21:06,3.426.767.081,-9.192.619.839,20,0,0,0,"Jefferson, Arkansas, US"
5071,Johnson,Arkansas,US,23/03/2020 21:06,3.556.759.135,-9.346.036.368,0,0,0,0,"Johnson, Arkansas, US"
5073,Lafayette,Arkansas,US,23/03/2020 21:06,3.324.116.713,-9.360.677.071,0,0,0,0,"Lafayette, Arkansas, US"
5075,Lawrence,Arkansas,US,23/03/2020 21:06,3.604.188.196,-9.110.867.198,1,0,0,0,"Lawrence, Arkansas, US"
5077,Lee,Arkansas,US,23/03/2020 21:06,3.478.498.904,-9.078.383.866,0,0,0,0,"Lee, Arkansas, US"
5079,Lincoln,Arkansas,US,23/03/2020 21:06,3.395.317.155,-9.174.002.806,2,0,0,0,"Lincoln, Arkansas, US"
5081,Little River,Arkansas,US,23/03/2020 21:06,3.370.375.665,-9.423.468.591,0,0,0,0,"Little River, Arkansas, US"
5083,Logan,Arkansas,US,23/03/2020 21:06,3.521.413.234,-9.371.951.016,0,0,0,0,"Logan, Arkansas, US"
5085,Lonoke,Arkansas,US,23/03/2020 21:06,3.475.392.199,-9.188.742.357,0,0,0,0,"Lonoke, Arkansas, US"
5087,Madison,Arkansas,US,23/03/2020 21:06,3.601.038.185,-9.372.524.943,0,0,0,0,"Madison, Arkansas, US"
5089,Marion,Arkansas,US,23/03/2020 21:06,3.626.844.485,-9.268.451.899,0,0,0,0,"Marion, Arkansas, US"
5091,Miller,Arkansas,US,23/03/2020 21:06,3.331.403.423,-9.389.285.258,0,0,0,0,"Miller, Arkansas, US"
5093,Mississippi,Arkansas,US,23/03/2020 21:06,3.576.271.485,-9.005.194.370.000.000,0,0,0,0,"Mississippi, Arkansas, US"
5095,Monroe,Arkansas,US,23/03/2020 21:06,346.815.935,-9.120.540.287,0,0,0,0,"Monroe, Arkansas, US"
5097,Montgomery,Arkansas,US,23/03/2020 21:06,3.453.704.874,-9.365.824.478,0,0,0,0,"Montgomery, Arkansas, US"
5099,Nevada,Arkansas,US,23/03/2020 21:06,3.366.340.119,-9.330.632.432,0,0,0,0,"Nevada, Arkansas, US"
5101,Newton,Arkansas,US,23/03/2020 21:06,3.591.947.491,-9.321.612.969,0,0,0,0,"Newton, Arkansas, US"
5103,Ouachita,Arkansas,US,23/03/2020 21:06,3.358.839.816,-9.287.795.984,0,0,0,0,"Ouachita, Arkansas, US"
5105,Perry,Arkansas,US,23/03/2020 21:06,34.945.915.299.999.900,-9.294.372.564,0,0,0,0,"Perry, Arkansas, US"
5107,Phillips,Arkansas,US,23/03/2020 21:06,3.443.268.455,-9.084.800.154,0,0,0,0,"Phillips, Arkansas, US"
5109,Pike,Arkansas,US,23/03/2020 21:06,3.416.250.414,-9.365.789.349,0,0,0,0,"Pike, Arkansas, US"
5111,Poinsett,Arkansas,US,23/03/2020 21:06,3.557.433.534,-9.066.268.713,3,0,0,0,"Poinsett, Arkansas, US"
5113,Polk,Arkansas,US,23/03/2020 21:06,3.448.254.879,-9.422.728.802,1,0,0,0,"Polk, Arkansas, US"
5115,Pope,Arkansas,US,23/03/2020 21:06,3.544.871.474,-9.303.212.219,1,0,0,0,"Pope, Arkansas, US"
5117,Prairie,Arkansas,US,23/03/2020 21:06,3.483.624.419,-9.155.162.157,0,0,0,0,"Prairie, Arkansas, US"
5119,Pulaski,Arkansas,US,23/03/2020 21:06,3.477.054.088,-9.231.355.101,58,0,0,0,"Pulaski, Arkansas, US"
5121,Randolph,Arkansas,US,23/03/2020 21:06,363.415.714,-9.102.455.531,0,0,0,0,"Randolph, Arkansas, US"
5123,St. Francis,Arkansas,US,23/03/2020 21:06,3.502.201.976,-9.074.828.138,0,0,0,0,"St. Francis, Arkansas, US"
5125,Saline,Arkansas,US,23/03/2020 21:06,3.464.916.145,-9.267.583.224,4,0,0,0,"Saline, Arkansas, US"
5127,Scott,Arkansas,US,23/03/2020 21:06,3.485.588.887,-940.632.176,0,0,0,0,"Scott, Arkansas, US"
5127,Scott County,Arkansas,US,23/03/2020 21:06,3.485.588.887,-940.632.176,,,,,"Scott, Arkansas, US"
5129,Searcy,Arkansas,US,23/03/2020 21:06,359.109.364,-9.269.936.482,2,0,0,0,"Searcy, Arkansas, US"
5131,Sebastian,Arkansas,US,23/03/2020 21:06,3.519.605.503,-9.427.162.713,1,0,0,0,"Sebastian, Arkansas, US"
5133,Sevier,Arkansas,US,23/03/2020 21:06,3.399.780.401,-942.424.869,1,0,0,0,"Sevier, Arkansas, US"
5135,Sharp,Arkansas,US,23/03/2020 21:06,3.616.258.158,-9.147.819.342,0,0,0,0,"Sharp, Arkansas, US"
5137,Stone,Arkansas,US,23/03/2020 21:06,3.586.251.946,-9.215.684.085,0,0,0,0,"Stone, Arkansas, US"
5139,Union,Arkansas,US,23/03/2020 21:06,3.316.887.091,-9.259.746.952,1,0,0,0,"Union, Arkansas, US"
5141,Van Buren,Arkansas,US,23/03/2020 21:06,3.558.095.779,-9.251.295.036,3,0,0,0,"Van Buren, Arkansas, US"
5143,Washington,Arkansas,US,23/03/2020 21:06,35.976.844,-9.421.800.746,5,0,0,0,"Washington, Arkansas, US"
5145,White,Arkansas,US,23/03/2020 21:06,3.525.688.493,-9.174.908.296,0,0,0,0,"White, Arkansas, US"
5147,Woodruff,Arkansas,US,23/03/2020 21:06,3.518.902.527,-912.439.489,1,0,0,0,"Woodruff, Arkansas, US"
5149,Yell,Arkansas,US,23/03/2020 21:06,3.500.292.371,-9.341.171.338,0,0,0,0,"Yell, Arkansas, US"
6001,Alameda,California,US,23/03/2020 21:06,3.764.629.437,-1.218.929.271,106,0,0,0,"Alameda, California, US"
6003,Alpine,California,US,23/03/2020 21:06,3.859.678.594,-11.982.235.940.000.000,0,0,0,0,"Alpine, California, US"
6005,Amador,California,US,23/03/2020 21:06,3.844.583.082,-12.065.696.000.000.000,1,0,0,0,"Amador, California, US"
6007,Butte,California,US,23/03/2020 21:06,3.966.727.762,-1.216.005.252,2,0,0,0,"Butte, California, US"
6009,Calaveras,California,US,23/03/2020 21:06,3.820.537.103,-12.055.291.299.999.900,2,0,0,0,"Calaveras, California, US"
6011,Colusa,California,US,23/03/2020 21:06,3.917.881.957,-1.222.331.726,0,0,0,0,"Colusa, California, US"
6013,Contra Costa,California,US,23/03/2020 21:06,3.791.923.498,-1.219.289.527,61,1,0,0,"Contra Costa, California, US"
6015,Del Norte,California,US,23/03/2020 21:06,4.174.228.275,-12.389.740.630.000.000,0,0,0,0,"Del Norte, California, US"
6017,El Dorado,California,US,23/03/2020 21:06,3.877.965.956,-1.205.233.166,2,0,0,0,"El Dorado, California, US"
6019,Fresno,California,US,23/03/2020 21:06,3.675.733.899,-1.196.466.953,6,0,0,0,"Fresno, California, US"
6021,Glenn,California,US,23/03/2020 21:06,3.959.875.897,-1.223.938.452,0,0,0,0,"Glenn, California, US"
6023,Humboldt,California,US,23/03/2020 21:06,4.069.923.009,-123.876.044,2,0,0,0,"Humboldt, California, US"
6025,Imperial,California,US,23/03/2020 21:06,330.393.082,-11.536.690.420.000.000,6,0,0,0,"Imperial, California, US"
6027,Inyo,California,US,23/03/2020 21:06,3.651.112.084,-11.741.119.779.999.900,0,0,0,0,"Inyo, California, US"
6029,Kern,California,US,23/03/2020 21:06,3.534.329.425,-11.872.777.959.999.900,11,0,0,0,"Kern, California, US"
6031,Kings,California,US,23/03/2020 21:06,3.607.409.056,-1.198.159.973,0,0,0,0,"Kings, California, US"
6033,Lake,California,US,23/03/2020 21:06,3.910.124.298,-12.275.362.439.999.900,0,0,0,0,"Lake, California, US"
6035,Lassen,California,US,23/03/2020 21:06,4.067.311.306,-12.059.350.990.000.000,0,0,0,0,"Lassen, California, US"
6037,Los Angeles,California,US,23/03/2020 21:06,3.430.828.379,-11.822.824.109.999.900,536,7,0,0,"Los Angeles, California, US"
6039,Madera,California,US,23/03/2020 21:06,3.721.513.971,-11.976.655.890.000.000,3,0,0,0,"Madera, California, US"
6041,Marin,California,US,23/03/2020 21:06,3.807.122.463,-12.272.106.310.000.000,38,0,0,0,"Marin, California, US"
6043,Mariposa,California,US,23/03/2020 21:06,3.757.978.556,-1.199.073.334,0,0,0,0,"Mariposa, California, US"
